cod_IBGE,Macrorregião,Município,UF,Capital,RM / RIDE,CAD0002,CAD0003,CAD0005,CAD0006,DFE0001,DFE0002,DFE0003,CAD2001,CAD2002,CAD2002A,CAD2003,CAD2004,CAD2004A,CAD2005,CAD2006,GTA0001,GTA0002,GTA0003,GTA0004,GTA0005,GTA0006,GTA0007,GTA0008,GTA0009,GTA0010,GTA0011,GTA0012,GTA0013,GTA0014,GTA0015,GTA0016,GTA0017,GTA0018,GTA0999,GTA1001,GTA1002,GTA1003,GTA1004,GTA1005,GTA1009,GTA1013,GTA1014,GTA1101,GTA1102,GTA1103,GTA1203,GTA1204,GTA1205,GTA1206,GTA1207,GTA1208,GTA1209,GTA1210,GTA1211,GTA1212,GTA1213,GTA1214,GTA1215,GTA1216,GTA1217,GTA1218,GTA1219,GTA1220,GTA1221,GTA1301,GTA1999,GTA3001,GTA3002,GTA3003,GTA3004,GTA3004A,GTA3005,GTA3006,GTA3101,GTA3102,GTA3103,GTA3104,GTA3106,GTA3107,GTA3109,GTA3999
1101104,Norte,Itapuã do Oeste,RO,NA,NA,Município,Local,Prefeitura Municipal de Itapuã do Oeste,PMIO,8633,5263,3370,Sede,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,2500,0,758,0,0,0,NA,758,0,0,0,0,0,NA,0,0,NA,NA,NA,211,0,0,0,0,0,0,211,NA,10,NA,0,0,0,0,0,100,134.87,0,134.87,0,0,0,5,2,7,69.13,0,0,0,10,NA,10,500,0,NA,NA,0,NA,10,6,6,52,5,5,Não,NA
1101203,Norte,Ministro Andreazza,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,6529,1939,4590,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,1939,0,918,918,428,0,0,934,851,934,851,453,384,74,0,0,0,1038,NA,230.4,230.4,0,0,0,0,0,230.4,4.28,17.34,9,0,0,0,0,0,182,114.26,10.67,124.93,114.25,10.67,124.92,9.71,1.15,10.86,94.61,132.08,0,146.61,110.34,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",7,6538,0,NA,NA,0,0,15,113,134,201,12,12,Sim,Nem todo o vazamento reparado foi proveniente de uma reclamação
1101302,Norte,Mirante da Serra,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,9325,5059,4266,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,2890,0,1080,1002,767,0,0,1099,974,1021,898,1560,1345,339,0,0,0,2769,NA,259.2,259.2,0,0,0,0,0,259.2,1.06,41.75,12,0,0,0,0,0,425,111.39,19.06,130.45,94.83,18.02,112.85,11.18,1.3,12.48,116.27,136.56,0,160.36,94.31,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",9,9891,0,NA,NA,0,0,99,37,37,73,70,70,Sim,NA
1101401,Norte,Monte Negro,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,11662,6116,5546,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,5064,0,1779,1749,656,0,0,1855,1713,1812,1689,694,619,884,0,0,0,3194,NA,345.6,41.47,304.13,0,0,0,0,345.6,1.22,40.16,20,0,0,0,0,0,425,227.67,28.05,255.72,221.04,25.1,246.14,20.87,1.73,22.6,67.28,269.93,0,302.93,188.9,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",4,7420,0,NA,NA,0,0,35,12,12,6,72,72,Sim,As paralisações com falta de água foram em função de falta de energia
1101435,Norte,Nova União,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,6261,1288,4973,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,13/05/2015,13/05/2035,1288,0,555,547,230,0,0,560,493,552,487,239,210,30,0,0,0,2902,NA,138.24,138.24,0,0,0,0,0,138.24,0.62,10.43,12,0,0,0,0,0,98,66.42,10.6,77.02,51.14,9.54,60.68,6.3,0.69,6.99,54.23,76.99,0,90.56,73.14,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",0,0,0,NA,NA,0,0,1,65,65,82,25,25,Sim,NA
1101450,Norte,Parecis,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,4165,1536,2629,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,1536,0,567,437,338,0,0,581,518,450,392,344,310,4,0,0,0,858,NA,207.36,207.36,0,0,0,0,0,207.36,0.46,9.85,12,0,0,0,0,0,127,70.31,8.57,78.88,25.49,3.01,28.5,6.48,1.04,7.52,120.96,73.89,0,83.4,83.36,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",20,11620,0,NA,NA,0,0,20,31,31,47,6,6,Sim,"Não houveram reclamações de vazamentos, porém foram retirados os que as equipes acharam"
1101468,Norte,Pimenteiras do Oeste,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,2177,1215,962,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,1215,0,632,312,162,0,0,647,610,317,287,168,130,15,0,0,0,550,NA,230.4,0,230.4,0,0,0,0,230.4,0.22,14.01,12,0,0,0,0,0,85,88.38,9.81,98.19,38.95,8.59,47.54,6.72,1.15,7.87,124.34,97.28,0,108.38,73.97,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",1,647,0,NA,NA,0,0,12,28,28,56,24,24,Sim,NA
1101476,Norte,Primavera de Rondônia,RO,NA,NA,Autarquia,Local,Serviço Autônomo de Água e Esgoto,SAAE,3107,1132,1975,Sede e localidades,Prestação direta por entidade da administração pública indireta,NA,Integral,NA,NA,08/02/1999,NA,1132,236,826,0,310,0,0,775,717,0,0,310,NA,NA,60,59,NA,NA,NA,528.76,264.38,264.38,0,0,0,0,528.76,5,15,NA,0,0,0,0,0,265,280.8,16.56,297.36,0,0,0,NA,NA,NA,231.4,0,0,280.8,2307,NA,5,826,0,NA,NA,0,NA,15,60,35,100,17,17,Não,NA
1101484,Norte,São Felipe D Oeste,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,5310,1274,4036,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,20/08/2015,20/08/2045,1274,603,582,539,155,0,0,597,523,553,482,164,136,55,229,225,48,2447,NA,144,144,0,0,0,0,0,144,1.11,15.03,12,0,0,0,0,0,125,67.93,11.66,79.59,58.79,11.09,69.88,6.5,0.72,7.22,57.19,79.88,0,95.11,63.16,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",24,19824,0,NA,NA,0,0,24,36,36,54,52,52,Sim,NA
1101492,Norte,São Francisco do Guaporé,RO,NA,NA,Município,Local,Prefeitura Municipal de São Francisco do Guaporé,RO,16449,8439,8010,Sede e localidades,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,1920,0,800,0,0,0,NA,800,450,0,0,NA,NA,NA,0,0,0,0,NA,120,110,0,0,0,0,0,120,25,20,NA,0,1,0,0,1,600,105,0,105,0,0,0,NA,NA,NA,14,90,0,90,16,NA,4,470,0,NA,NA,0,0,20,8,8,24,40,40,Sim,NA
1101500,Norte,Seringueiras,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,11282,4266,7016,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,3265,0,1152,1152,734,0,0,1158,1014,1158,1014,749,668,270,0,0,0,1947,NA,322.56,322.56,0,0,0,0,0,322.56,2.6,39.97,8,0,0,0,0,0,548,126.86,25.97,152.83,124.26,25.74,150,13.71,1.61,15.32,154.41,152.53,0,184.52,74.53,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",0,0,0,NA,NA,0,0,0,114,114,171,19,19,Sim,Não houveram reclamações de falta de água
1101559,Norte,Teixeirópolis,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,4298,1509,2789,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,468,0,172,45,226,0,0,174,158,45,38,227,211,90,0,0,0,744,NA,64.8,64.8,0,0,0,0,0,64.8,0.03,7.72,10,0,0,0,0,0,120,26.61,3.83,30.44,5.06,1.17,6.23,2.14,0.32,2.46,31.9,27.83,0,32.02,38.61,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",0,0,0,NA,NA,0,0,3,0,0,0,1,1,Sim,Não houve reclamações de vazamentos e não tivemos vazamentos reparados no ano
1101609,Norte,Theobroma,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,8193,1522,6671,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,29/01/2004,29/01/2034,1250,0,440,412,306,0,0,463,413,435,385,317,301,177,0,0,0,4421,NA,176.4,176.4,0,0,0,0,0,176.4,7.94,20.29,20,0,0,0,0,0,111,45.05,7.66,52.71,40.5,7.66,48.16,3.67,0.88,4.55,119.14,57.64,0,68.03,160.7,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",22,101186,365,Outro (especificar),O sistema opera 11h por dia sendo suficiente para o abastecimento da população,168995,0,5,36,36,18,52,52,Sim,NA
1101708,Norte,Urupá,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,10830,4288,6542,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,4078,0,1467,1004,718,0,0,1505,1381,1038,927,771,685,530,0,0,0,2068,NA,259.2,259.2,0,0,0,0,0,259.2,3.6,44.1,15,0,0,0,0,0,840,199.7,18.62,218.32,101.04,16.18,117.22,17.66,1.3,18.96,21.92,219.27,0,242.61,222.5,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",6,9030,0,NA,NA,0,0,53,264,264,153,91,91,Sim,NA
1101757,Norte,Vale do Anari,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,7864,2675,5189,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,14/07/2011,14/07/2041,1380,0,494,494,536,0,0,500,451,500,451,550,510,234,0,0,0,3926,NA,92.16,92.16,0,0,0,0,0,92.16,1.42,21.15,10,0,0,0,0,0,119,50.85,10.68,61.53,50.79,10.68,61.47,4.44,0.46,4.9,25.73,64.49,0,77.15,117.61,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",1,500,0,NA,NA,0,0,8,18,18,2160,26,26,Sim,NA
1101807,Norte,Vale do Paraíso,RO,NA,NA,Sociedade de economia mista,Regional,Companhia de Águas e Esgotos do Estado de Rondônia,CAERD,6543,1814,4729,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,01/04/2013,01/04/2046,360,0,132,69,329,0,0,136,112,73,59,356,292,444,0,0,0,3485,NA,28.8,28.8,0,0,0,0,0,28.8,3.67,5.4,12,0,0,0,0,0,107,14.14,4.68,18.82,2.82,1.41,4.23,1.22,0.14,1.36,8.62,15.43,0,20.97,0.38,"Seguindo a orientação do Sinisa,  no email de 30Ago, a informação que não existe no sistema  foi zerada",8,1088,0,NA,NA,0,0,0,7,7,18,31,31,Sim,Não houveram reclamações de falta de água
1200013,Norte,Acrelândia,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,14163,6683,7480,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,27/10/2008,27/10/2033,5423,166,1606,1121,699,1820,1593,1586,1497,1121,1056,684,677,1593,47,45,29,NA,NA,788.4,788.4,0,0,0,0,0,788.4,NA,45.43,NA,0,51.21,0,0,51.21,890,234.78,21.31,256.09,17.76,3.55,21.31,NA,NA,NA,481.1,182.76,0,200.52,1223.21,NA,0,0,6,Outro (especificar),Enchentes e secas,1269,6,3,1,1,2,25,25,Sim,NA
1200054,Norte,Assis Brasil,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,8183,4986,3197,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,27/10/2008,27/10/2033,4195,1093,1581,1431,210,1641,929,1584,1494,1434,1355,210,185,929,0,0,0,NA,NA,1576.8,1576.8,0,0,0,0,0,1576.8,NA,22.67,NA,0,53.19,0,0,53.19,260,239.1,26.88,265.98,25.27,1.6,26.87,NA,NA,NA,1257.63,222.42,0,247.69,50.25,NA,0,0,0,NA,NA,0,0,11,4,4,48,13,13,Sim,NA
1200104,Norte,Brasiléia,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,26264,17499,8765,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,27/10/2008,27/10/2033,15763,176,5258,1890,1209,3099,4388,5423,5121,1981,1777,1284,1179,4388,0,0,0,NA,NA,3468.96,3468.96,0,0,0,0,0,3468.96,NA,86.28,NA,0,170.86,0,0,170.86,2200,758.48,95.83,854.31,81.02,14.8,95.82,NA,NA,NA,2443.79,355.83,0,436.85,1516.71,NA,0,0,5,Outro (especificar),Enchentes e secas,4338,5,12,15,15,360,69,69,Sim,NA
1200138,Norte,Bujari,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,13051,5690,7361,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,14/07/2011,14/07/2036,4054,1634,1882,8,450,458,2221,1358,1299,1010,909,450,430,2221,548,525,0,NA,NA,1419.12,1419.12,0,0,0,0,0,1419.12,NA,34.39,NA,0,61.05,0,0,61.05,650,271.34,33.91,305.25,15.49,18.41,33.9,NA,NA,NA,1052.82,191.71,0,207.2,588.15,NA,0,0,0,NA,NA,0,0,63,1,1,6,28,28,Sim,NA
1200179,Norte,Capixaba,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,10497,4688,5809,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,3852,568,1321,1030,256,1286,911,1321,1266,1030,982,265,253,911,0,0,0,NA,NA,867.24,867.24,0,0,0,0,0,867.24,NA,23.34,NA,0,47.26,0,0,47.26,500,217.52,18.79,236.31,17.77,1.02,18.79,NA,NA,NA,583.67,183.09,0,200.86,347.67,NA,0,0,0,NA,NA,0,0,2,1,1,2,1,1,Sim,NA
1200203,Norte,Cruzeiro do Sul,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,92819,65412,27407,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,27/10/2008,27/10/2033,45930,1009,11573,4310,3324,7634,10217,11648,11313,4334,4229,3343,3172,10217,229,221,86,NA,NA,3902.58,2168.1,1734.48,0,0,0,0,3902.58,NA,223.81,NA,0,386.06,0,0,386.06,5460,1812.96,117.36,1930.32,44.62,72.73,117.35,NA,NA,NA,1586.2,955.54,0,1000.16,8386.74,NA,0,0,0,NA,NA,0,0,185,70,70,1680,109,109,Sim,NA
1200252,Norte,Epitaciolândia,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,18948,13324,5624,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,11893,0,3572,2839,939,3778,2241,3703,3561,2973,2849,960,914,2241,0,0,0,NA,NA,3153.6,3153.6,0,0,0,0,0,3153.6,NA,43.29,NA,0,131.56,0,0,131.56,750,597.49,60.33,657.82,51.68,8.65,60.33,NA,NA,NA,2364.22,511.1,0,562.78,1146.01,NA,0,0,18,Outro (especificar),Enchentes e secas,3334,18,41,8,8,192,22,22,Sim,NA
1200302,Norte,Feijó,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,35783,18366,17417,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,13394,0,1590,1513,1590,3103,2987,2233,2233,1513,1435,1844,1773,2987,0,0,0,NA,NA,2365.2,2365.2,0,0,0,0,0,2365.2,NA,64.93,NA,0,63.26,0,0,63.26,900,290.04,26.28,316.32,24.72,1.56,26.28,NA,NA,NA,1985.62,281.28,0,306,1065.14,NA,0,0,3,Outro (especificar),Enchentes e balseiros,1272,3,1,1,1,2,27,27,Sim,NA
1200328,Norte,Jordão,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,9316,3218,6098,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,1751,1483,732,643,111,754,582,396,390,644,608,111,101,582,337,307,0,NA,NA,827.82,827.82,0,0,0,0,0,827.82,NA,12.12,NA,0,31.4,0,0,31.4,250,140.83,16.17,157,16.17,0,16.17,NA,NA,NA,639.42,130.15,0,146.32,253.23,NA,0,0,1,Baixa disponibilidade do manancial,NA,586,1,1,1,1,2,5,5,Sim,NA
1200336,Norte,Mâncio Lima,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,19491,11216,8275,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,27/10/2008,27/10/2033,6882,4888,3128,2418,869,3287,3047,3128,3038,2418,2341,870,847,3047,0,0,0,NA,NA,1046,0,1046,0,0,0,0,1046,NA,72.95,NA,0,115.12,0,0,115.12,1090,543.33,32.29,575.62,28.38,3.91,32.29,NA,NA,NA,355.26,457.29,0,485.67,790.64,NA,0,0,0,NA,NA,0,0,20,22,22,528,62,62,Sim,NA
1200344,Norte,Manoel Urbano,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,12120,8015,4105,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,4219,2549,1904,1443,411,1854,908,1904,1787,1453,1353,414,379,908,0,0,0,NA,NA,630.72,630.72,0,0,0,0,0,630.72,NA,27.58,NA,0,64.87,0,0,64.87,450,296.48,27.9,324.38,25.14,2.76,27.9,NA,NA,NA,241.47,244.4,0,269.54,765.88,NA,0,0,0,NA,NA,0,0,2,1,1,2,40,40,Sim,NA
1200351,Norte,Marechal Thaumaturgo,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,17267,4817,12450,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,25/11/2013,25/11/2043,4526,709,1021,539,93,632,1028,1021,984,539,520,94,90,1028,0,0,0,NA,NA,788.4,788.4,0,0,0,0,0,788.4,NA,14.76,NA,0,30.63,0,0,30.63,300,146.24,6.92,153.16,3.56,3.36,6.92,NA,NA,NA,604.61,62.6,0,66.16,144.53,NA,0,0,0,NA,NA,0,0,1,1,1,2,5,5,Sim,NA
1200385,Norte,Plácido de Castro,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,16725,10090,6635,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,8978,2708,2643,1816,1087,2903,1983,2628,2522,1820,1744,826,826,1983,761,730,293,NA,NA,1576.8,1576.8,0,0,0,0,0,1576.8,NA,53.36,NA,0,83.92,0,0,83.92,550,391.44,28.2,419.64,22.99,5.2,28.19,NA,NA,NA,1073.24,296.79,0,319.78,266.06,NA,0,0,5,Outro (especificar),Queda de energia,903,5,5,1,1,2,9,9,Sim,NA
1200393,Norte,Porto Walter,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,10844,3927,6917,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,3303,1001,873,509,63,572,901,873,846,509,497,63,59,901,0,0,0,NA,NA,417,0,417,0,0,0,0,417,NA,5.66,NA,0,35.87,0,0,35.87,510,169.32,10.03,179.35,7.15,2.88,10.03,NA,NA,NA,201.78,127.38,0,134.53,654.76,NA,0,0,0,NA,NA,0,0,1,1,1,2,5,5,Sim,NA
1200401,Norte,Rio Branco,AC,Sim,NA,Autarquia,Local,Serviço de Água e Esgoto de Rio Branco,SAERB,368429,338286,30143,Sede e localidades,Prestação direta por entidade da administração pública indireta,NA,Integral,NA,NA,10/01/1997,NA,195751,0,61106,27755,11232,0,52959,72363,68036,33374,31802,71862,21784,58928,0,0,0,NA,NA,32980.43,32980.43,0,0,8117.69,0,0,32980.43,NA,1152,NA,0,2003.53,25.53,0,2029.06,37000,11224.78,1236.4,12461.18,5227.96,1236.4,6464.36,NA,NA,NA,18490.19,11224.78,0,13199.83,28563,"No que se refere ao valor informado no questionamento GTA1005, esclarecemos que há macromedição apenas da água que é bombeada da ETA 2 para a ETA 1.",23,935433,15,Insuficiência de sistema de produção,NA,1094137,NA,239,3519,3519,7038,529,463,Sim,NA
1200427,Norte,Rodrigues Alves,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,15088,4525,10563,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,3851,1772,1585,1286,148,1434,792,1605,1513,1302,1231,148,141,792,0,0,0,NA,NA,591.3,0,591.3,0,0,0,0,591.3,NA,25.08,NA,0,55.83,0,0,55.83,450,259.22,19.93,279.15,17.07,2.85,19.92,NA,NA,NA,256.32,225.26,0,242.33,586.99,NA,0,0,0,NA,NA,0,0,5,1,1,2,50,50,Sim,NA
1200435,Norte,Santa Rosa do Purus,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,6792,2739,4053,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,12/07/2011,12/07/2036,2385,329,643,588,62,650,632,643,607,588,554,62,58,632,0,0,0,NA,NA,670.14,670.14,0,0,0,0,0,670.14,NA,12.14,NA,0,27.18,0,0,27.18,200,121.26,14.67,135.93,14.04,0.63,14.67,NA,NA,NA,507.03,114.9,0,128.94,155.51,NA,0,0,0,NA,NA,0,0,1,1,1,2,5,5,Sim,NA
1200450,Norte,Senador Guiomard,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,21669,13641,8028,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,13/07/2011,13/07/2036,9290,0,2758,1656,1443,3099,3624,2758,2662,1656,1603,1462,1392,3624,0,0,0,NA,NA,1655.64,1655.64,0,0,0,0,0,1655.64,NA,54.59,NA,0,80.58,0,0,80.58,1000,382.08,20.84,402.92,12.52,8.31,20.83,NA,NA,NA,1172.14,253.1,0,265.62,1144.69,NA,0,0,0,NA,NA,0,0,45,24,24,576,25,25,Sim,NA
1200500,Norte,Sena Madureira,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,41759,27575,14184,Com delegação atendendo apenas Sede - DS,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,08/08/2011,08/08/2036,20750,0,5490,3180,1693,4873,1628,5621,5307,3284,3075,1758,1653,1628,0,0,0,NA,NA,3153.6,3153.6,0,0,0,0,0,3153.6,NA,89.28,NA,0,185.85,0,0,185.85,1010,830.37,98.9,929.27,79.59,19.3,98.89,NA,NA,NA,2038.48,558.32,0,637.91,392.91,NA,0,0,0,NA,NA,0,0,34,1,1,2,100,100,Sim,NA
1200609,Norte,Tarauacá,AC,NA,NA,Autarquia,Regional,Serviço de Água e Esgoto do Estado do Acre,SANEACRE,43909,23874,20035,Com delegação atendendo Sede e Localidades - DSL,Prestação indireta delegada mediante contrato de programa,NA,Integral,Contrato de Programa,NA,27/10/2008,27/10/2033,14007,1466,3256,1644,1612,3256,3939,3255,3198,1644,1466,1617,1568,3939,283,281,148,NA,NA,3350.7,3153.6,197.1,0,0,0,0,3350.7,NA,36.09,NA,0,109.87,0,0,109.87,1960,521.52,27.86,549.38,12.01,15.85,27.86,NA,NA,NA,2691.45,330.82,0,342.83,721.07,NA,0,0,0,NA,NA,0,0,1,1,1,2,18,18,Sim,NA
